16219399,,14.5,"Service",,"D",,"Saikai",,,"Fleet Management",,"01-Oct-2014",,,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,,"Y","Fitted",,,,"FILTRATION - ELECTRODIALYTIC DISINFECTION",,,"4 x Aux. Diesel Gen. - Yanmar 6EY22ALW - 4-stroke 6-cyl. 220mm x 320mm bore/stroke 5,200mkW total at 1,000rpm driving 4 x Nishishiba AC generator(s) at 5,200ekW total, (6,500kVA total) at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Mitsubishi HI Mach, 99rpm"
16219407,,,,,"D",,"Saikai",,,"Fleet Management",,"01-Feb-2015",,,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,,"Y","Fitted",,,,"FILTRATION - ELECTRODIALYTIC DISINFECTION",,,"4 x Aux. Diesel Gen. - Yanmar 6EY22ALW - 4-stroke 6-cyl. 220mm x 320mm bore/stroke 5,200mkW total at 1,000rpm driving 4 x Nishishiba AC generator(s) at 5,200ekW total, (6,500kVA total) at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Mitsubishi HI Mach, 99rpm"
16219410,,,,,"D",,"Saikai",,,"Fleet Management",,"01-May-2015",,,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,,"Y","Fitted",,,,"FILTRATION - ELECTRODIALYTIC DISINFECTION",,,"4 x Aux. Diesel Gen. - Yanmar 6EY22ALW - 4-stroke 6-cyl. 220mm x 320mm bore/stroke 5,200mkW total at 1,000rpm driving 4 x Nishishiba AC generator(s) at 5,200ekW total, (6,500kVA total) at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Mitsubishi HI Mach, 99rpm"
16220140,,14.7,"Trial Speed",,,,"Busan",,,"Grecomar SA",,"01-Jan-2014",,,,"Dae Sun Shipbuilding","Dae Sun Shipbuilding",,,,,,"Pending",,,"09-Mar-2024","FILTRATION - ULTRAVIOLET",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 60Hz","09-Mar-2024","1 x FP Propeller (Aft Centre) (mechanical), 99rpm",,,1
16220287,,14,"Laden",,"D",,"Nanjing",,,"Ahrenkiel Vogemann","Y","01-Aug-2021",,,,"CSC Jinling Shipyard","CSC Jinling Shipyard",,,,,,"Fitted",,,"04-Feb-2019","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",4,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 5L23/30H Mk.2 - 4-stroke 5-cyl. 225mm x 300mm bore/stroke 1,950mkW total at 720rpm driving 3 x Hyundai Electric HFC7 504-14K - ac generator(s) at 1,830ekW total, (2,287kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Zhenjiang Tongzhou, 99rpm",,,,19.2,20.3,"N"
16220290,,14,"Laden",,"D",,"Nanjing",,,"Ariston Navigation","Y","10-Mar-2014",,,,"CSC Jinling Shipyard","CSC Jinling Shipyard",,,,,,"Fitted",,,"17-Jun-2019","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",4,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 5L23/30H Mk.2 - 4-stroke 5-cyl. 225mm x 300mm bore/stroke 1,950mkW total at 720rpm driving 3 x Hyundai Electric HFC7 504-14K - AC generator(s) at 1,860ekW total, (2,325kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Zhenjiang Tongzhou, 99rpm",,,,19.2,20.3,"N"
16220308,,,,,"D",,"Nanjing",,,"Ariston Navigation","Y","01-May-2014",,,,"CSC Jinling Shipyard","CSC Jinling Shipyard",,,,,,"Fitted",,,"31-Aug-2019","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",4,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 5L23/30H Mk.2 - 4-stroke 5-cyl. 225mm x 300mm bore/stroke 1,950mkW total at 720rpm driving 3 x Hyundai Electric HFC7 504-14K - AC generator(s) at 1,860ekW total, (2,325kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Zhenjiang Tongzhou, 99rpm",,,,19.2,20.3,"N"
16220311,,,,,"D",,"Nanjing",,,"Ariston Navigation","Y","01-Jun-2014",,,,"CSC Jinling Shipyard","CSC Jinling Shipyard",,,,,,"Fitted",,,"09-Nov-2019","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",4,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 5L23/30H Mk.2 - 4-stroke 5-cyl. 225mm x 300mm bore/stroke 1,950mkW total at 720rpm driving 3 x Hyundai Electric HFC7 504-14K - AC generator(s) at 1,830ekW total, (2,287kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Zhenjiang Tongzhou, 99rpm",,,,19.2,20.3,"N"
16220324,,14.2,"Service",,"M",,"Nanjing",,,"Ariston Navigation","Y","01-Oct-2014",,,,"CSC Jinling Shipyard","CSC Jinling Shipyard",,,,,,"Fitted",,,"03-Dec-2019","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",4,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 5L23/30H Mk.2 - 4-stroke 5-cyl. 225mm x 300mm bore/stroke 1,950mkW total at 720rpm driving 3 x Hyundai Electric HFC7 504-14K - AC generator(s) at 1,860ekW total, (2,325kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Zhenjiang Tongzhou, 99rpm",,,,19.2,20.3,"N"
16220337,,14,"Laden",,"D",,"Nanjing",,,"Atlantis Gemi","Y","01-Jul-2019",,,,"CSC Jinling Shipyard","CSC Jinling Shipyard",,,,,,"Fitted",,,"26-Aug-2020","FILTRATION - ULTRAVIOLET",4,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 5L23/30H Mk.2 - 4-stroke 5-cyl. 225mm x 300mm bore/stroke 1,950mkW total at 720rpm driving 3 x Hyundai Electric HFC7 504-14K - AC generator(s) at 1,860ekW total, (2,325kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Zhenjiang Tongzhou, 99rpm",,,,19.2,20.3,"N"
16220366,,13.7,"Laden",,,,"Kobe",,,"Niovis Shipping",,"01-Mar-2021",,,,"Kawasaki HI Kobe","Kawasaki HI",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 108rpm",,,1
16220524,,15,"Service",,,,"Shanghai",,,"Anglo-Eastern Group",,"01-Apr-2014",,,,"SCS Shipbuilding","CSSC",,,,,"Y",,,,,,,,"3 x Aux. Diesel Gen. - Yanmar 6N21AL-EV - 4-stroke 6-cyl. 210mm x 290mm bore/stroke 970mkW total at 900rpm driving 3 x AC generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm"
16220874,,14,"Service",,"D",,"Tianjin",,,"MTM","Y","01-Jan-2014",,,,"Tianjin Xingang HI","CSSC",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",4,,"3 x Aux. Diesel Gen. - HHI-EMD (HiMSEN) 6H17/28 - 4-stroke 6-cyl. 170mm x 280mm bore/stroke 2,190mkW total at 900rpm driving 3 x Hyundai Electric HFC7 504-84K - AC generator(s) at 2,040ekW total, (2,550kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Dalian Marine, 99rpm",,,,19.2,20.8
16220887,,14,"Service",,"D",,"Tianjin",,,"N8 Ship Man","Y","01-Apr-2014",,,,"Tianjin Xingang HI","CSSC",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",4,,"3 x Aux. Diesel Gen. - HHI-EMD (HiMSEN) 6H17/28 - 4-stroke 6-cyl. 170mm x 280mm bore/stroke 2,190mkW total at 900rpm driving 3 x Hyundai Electric HFC7 504-84K - AC generator(s) at 2,040ekW total, (2,550kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Dalian Marine, 99rpm",,,,19.2,20.8
16220890,,14,"Service",,"D",,"Tianjin",,,"MTM","Y","01-May-2014",,,,"Tianjin Xingang HI","CSSC",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",4,,"3 x Aux. Diesel Gen. - HHI-EMD (HiMSEN) 6H17/28 - 4-stroke 6-cyl. 170mm x 280mm bore/stroke 2,190mkW total at 900rpm driving 3 x Hyundai Electric HFC7 504-84K - AC generator(s) at 2,040ekW total, (2,550kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Dalian Marine, 99rpm",,,,19.2,20.8
16220908,,14,"Service",,"D",,"Tianjin",,,"MTM","Y","30-Jul-2014",,,,"Tianjin Xingang HI","CSSC",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",4,,"3 x Aux. Diesel Gen. - HHI-EMD (HiMSEN) 6H17/28 - 4-stroke 6-cyl. 170mm x 280mm bore/stroke 2,190mkW total at 900rpm driving 3 x Hyundai Electric HFC7 504-84K - AC generator(s) at 2,040ekW total, (2,550kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Dalian Marine, 99rpm",,,,19.2,20.8
16220940,,14,"Laden",,"Y",,"Busan",,,"Arklow Shipping Ltd",,"01-Jan-2014",,,,"Dae Sun Shipbuilding","Dae Sun Shipbuilding",,,,,,"Fitted",,,,"FILTRATION - ULTRAVIOLET",,,"3 x Aux. Diesel Gen. - HHI-EMD (HiMSEN) 6H17/28 - 4-stroke 6-cyl. 170mm x 280mm bore/stroke 2,070mkW total at 900rpm driving 3 x Hyundai Electric AC generator(s) at 1,935ekW total, (2,418kVA total)",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), HHI-EMD (HiMSEN), 99rpm",,,,20,20.4
16221055,,14,"Laden",,,,"Zhoushan",40.17,,"OSM Maritime",,"01-Jul-2015","N",,,"Jinhai Heavy Ind","Jinhai Heavy Ind",,,,,,"Fitted",,,"21-Jul-2020","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Daihatsu 6DK-20e - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 2,310mkW total at 720rpm driving 3 x Hyundai Electric HFC6 506-14E - AC generator(s) at 2,100ekW total, (2,625kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 105rpm",,,1,15.66,15
16221068,,15,"Service",,,,"Shanghai",,,"Minerva Marine",,"01-Mar-2014",,,,"SCS Shipbuilding","CSSC",,,,,"Y",,,,,,,,"3 x Aux. Diesel Gen. - Daihatsu 6DK-20 - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 2,700mkW total at 900rpm driving 3 x AC generator(s) at 2,700ekW total, (3,375kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Dalian Marine, 91rpm"
16221105,,15.5,"Design Speed",,"D",,"Shanghai",,,"Oldendorff Carriers",,"01-Jan-2014",,,,"Shanghai Waigaoqiao","CSSC",,,,,"Y","Fitted",,,"18-May-2019","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Yanmar 6N21AL-EW - 4-stroke 6-cyl. 210mm x 290mm bore/stroke 2,910mkW total at 900rpm driving 3 x Taiyo AC generator(s) at 2,700ekW total, (3,375kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Nakashima, 91rpm",,,,16.32,23.4
16221121,,14.4,"Design Speed",,"D",,"Shanghai",,,"Oldendorff Carriers",,"01-Jul-2014",,,,"Shanghai Waigaoqiao","CSSC",,,,,"Y","Fitted",,,"09-Jun-2019","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Yanmar 6N21AL-EW - 4-stroke 6-cyl. 210mm x 290mm bore/stroke 2,910mkW total at 900rpm driving 3 x Taiyo GE 45C-8 - AC generator(s) at 2,700ekW total, (3,375kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Nakashima, 91rpm",,,,16.32,23.4
16221134,,14,"Service",,"D",,"Tianjin",,,"MTM","Y","01-Oct-2014",,,,"Tianjin Xingang HI","CSSC",,,,,,"Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",4,,"3 x Aux. Diesel Gen. - HHI-EMD (HiMSEN) 6H17/28 - 4-stroke 6-cyl. 170mm x 280mm bore/stroke 2,190mkW total at 900rpm driving 3 x Hyundai Electric HFC7 504-84K - AC generator(s) at 2,040ekW total, (2,550kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Dalian Marine, 99rpm",,,,19.2,20.8
16221147,,14,"Service",,"D",,"Tianjin",,,"MTM","Y","01-Dec-2014",,,,"Tianjin Xingang HI","CSSC",,,,,,"Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",4,,"3 x Aux. Diesel Gen. - HHI-EMD (HiMSEN) 6H17/28 - 4-stroke 6-cyl. 170mm x 280mm bore/stroke 2,190mkW total at 900rpm driving 3 x Hyundai Electric HFC7 504-84K - AC generator(s) at 2,040ekW total, (2,550kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Dalian Marine, 99rpm",,,,19.2,20.8
16221150,,14,"Service",,"M",,"Tianjin",,,"MTM","Y","01-Jan-2015",,,,"Tianjin Xingang HI","CSSC",,,,,,"Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",4,,"3 x Aux. Diesel Gen. - HHI-EMD (HiMSEN) 6H17/28 - 4-stroke 6-cyl. 170mm x 280mm bore/stroke 2,190mkW total at 900rpm driving 3 x Hyundai Electric HFC7 504-84K - AC generator(s) at 2,040ekW total, (2,550kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Dalian Marine, 99rpm",,,,19.2,20.8
16221163,,14,"Service",,"M",,"Tianjin",,,"MTM","Y","01-Feb-2015",,,,"Tianjin Xingang HI","CSSC",,,,,,"Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",4,,"3 x Aux. Diesel Gen. - HHI-EMD (HiMSEN) 6H17/28 - 4-stroke 6-cyl. 170mm x 280mm bore/stroke 2,190mkW total at 900rpm driving 3 x Hyundai Electric HFC7 504-84K - AC generator(s) at 2,040ekW total, (2,550kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Dalian Marine, 99rpm",,,,19.2,20.8
16221547,"1606",14.5,"Service",,,,"Shanghai",,,"Wallem Shipmngt",,"01-Jun-2019",,,,"Shanghai Waigaoqiao","CSSC",,,,,,"Fitted",,,"01-Jun-2019","FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18AL - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 105rpm"
16221626,,13.5,"Laden",,"D",,"Weihai",,,"Nordic Hamburg",,"01-Aug-2017",,,,"Samjin Shipbuilding","Xiao Ke Holdings Ltd",,,,,,"Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 5L23/30H Mk.2 - 4-stroke 5-cyl. 225mm x 300mm bore/stroke 1,950mkW total at 720rpm driving 3 x ac generator(s) at 1,860ekW total, (2,325kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Hae Yang, 92.70rpm"
16221639,,14.1,"Service",,"D",,"Weihai",,,"Nordic Hamburg",,"01-Jan-2018",,,,"Samjin Shipbuilding","Xiao Ke Holdings Ltd",,,,,,"Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 5L23/30H Mk.2 - 4-stroke 5-cyl. 225mm x 300mm bore/stroke 1,950mkW total at 720rpm driving 3 x ac generator(s) at 1,860ekW total, (2,325kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Hae Yang, 92.70rpm"
16221642,,14.1,"Service",,"D",,"Weihai",,,"Nordic Hamburg",,"01-Apr-2018",,,,"Samjin Shipbuilding","Xiao Ke Holdings Ltd",,,,,,"Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 5L23/30H Mk.2 - 4-stroke 5-cyl. 225mm x 300mm bore/stroke 2,025mkW total at 750rpm driving 3 x AC generator(s) at 1,920ekW total, (2,400kVA total) 450V at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Hae Yang"
16223433,,14.45,"Service",,,"N","Sakaide",,,"Fleet Management","Y","01-Apr-2014","N",,,"Kawasaki HI Sakaide","Kawasaki HI",,,,,,"Fitted",,,"19-May-2019","FILTRATION - DISINFECTION (INJECTION DISINFECTANT) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 116rpm",,,1,20.88,18.6,"N"
16223525,,16.6,"Trial Speed",,"M",,"Imari",,,"Seno Kisen",,"01-Sep-2014",,,,"Namura Shipbuilding","Namura Zosensho",,,,,"Y","Fitted",,,"11-Apr-2020","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18LW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 1,845mkW total at 720rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm"
16224177,,13.5,"Laden",,"D",,"Zhoushan",40,,"Nordic Hamburg","Y","01-Jul-2014","N",,,"Zhong Chuan H.I.","Zhong Chuan H.I.",,,,,,"Fitted",,,"27-Jul-2019","FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",4,,"3 x Aux. Diesel Gen. - Daihatsu 5DK-20 - 4-stroke 5-cyl. 200mm x 300mm bore/stroke 2,248mkW total at 900rpm driving 3 x AC generator(s) at 1,950ekW total, (2,438kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 117rpm",,,,19.2,20.3,"N"
16224364,,13.6,"Laden",,"M","N","Tamano",,,"Dockendale Shipmgmt","Y","01-Apr-2014",,,,"Mitsui SB (Tamano)","Mitsui Eng & SB",,,,,,,,,,,4,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x ac generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,1,21.12,18.92,"N"
16224393,,13,"Service",,"M","N","Ichihara",,,"Equinox Maritime","Y","01-Feb-2014",,,,"Mitsui SB (Chiba)","Mitsui Eng & SB",,,,,,"Fitted",,,"17-Apr-2019","ELECTROLYSIS (ELECTRO-CHLORINATION)",4,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 119rpm",,,1,21.12,18.92,"N"
16224469,,13.5,"Laden",,"Y","N","Ichihara",,,"Minamoto Kisen","Y","01-Oct-2014","N",,,"Mitsui SB (Chiba)","Mitsui Eng & SB",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",4,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,1,21.12,18.92,"N"
16224485,,15.7,"Trial Speed",,"Y","N","Ichihara",,,"Reitaku Kaiun","Y","01-May-2014","N",,,"Mitsui SB (Chiba)","Mitsui Eng & SB",,,,,,,,,,,4,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,1,21.12,18.92,"N"
16224564,,13,"Laden",,"M","N","Ichihara",,,"First Marine","Y","01-Mar-2014","Y","IC",,"Mitsui SB (Chiba)","Mitsui Eng & SB",,,,,,"Fitted",,,"03-Dec-2021",,4,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 99rpm",,,1,21.12,18.92,"N"
16224577,,15.8,"Trial Speed",,"M","N","Ichihara",,,"Meghna Group","Y","01-Jun-2021","N",,,"Mitsui SB (Chiba)","Mitsui Eng & SB",,,,,,,,,,,4,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 99rpm",,,1,21.12,18.92,"N"
16224814,"9104",14.7,"Service",,"Y",,"Kumamoto",,,"Mitsui OSK Lines",,"01-Jun-2014",,,,"JMU Ariake Shipyard","Japan Marine United",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 86rpm"
16224898,,14.5,"Maximum Speed",,"Y",,"Tsu",,,"Cleanocean Shpmgt",,"01-Aug-2014",,,,"JMU Tsu Shipyard","Japan Marine United",,,,,"Y","Fitted",,,,,,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 87rpm",14.5
16224906,,13.5,"Laden",,"Y",,"Tsu",,,,,"01-May-2015",,,,"JMU Tsu Shipyard","Japan Marine United",,,,,"Y","Fitted",,,"24-Sep-2020",,,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 86.50rpm",14.5
16224922,,14.5,"Maximum Speed",,"Y",,"Tsu",,,"Tokei Kaiun",,"01-Mar-2014",,,,"JMU Tsu Shipyard","Japan Marine United",,,,,,"Fitted",,,"02-Nov-2016","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",14.5
16224993,,14,"Service",,"D",,"Wuhan",,,"Inok TM",,"01-Jan-2014","Y","E1",,"CSC Qingshan SY","China Merchants",,,,,,"Fitted",,,,"FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",,,"3 x Aux. Diesel Gen. - Daihatsu 5DK-20e - 4-stroke 5-cyl. 200mm x 300mm bore/stroke 1,950mkW total at 720rpm driving 3 x AC generator(s) at 1,800ekW total, (2,250kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Wuhan Heavy, 99rpm"
16225008,,14,"Service",,"D",,"Wuhan",,,"WL Shipping",,"01-Jun-2019","Y","IC",,"CSC Qingshan SY","China Merchants",,,,,,"Fitted",,,,"FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",,,"3 x Aux. Diesel Gen. - Daihatsu 5DK-20e - 4-stroke 5-cyl. 200mm x 300mm bore/stroke 1,950mkW total at 720rpm driving 3 x AC generator(s) at 1,800ekW total, (2,250kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Wuhan Heavy, 99rpm"
16225011,,14,"Service",,"M",,"Wuhan",,,"Inok TM",,"01-Jun-2014","Y","IC",,"CSC Qingshan SY","China Merchants",,,,,,"Fitted",,,,"FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",,,"3 x Aux. Diesel Gen. - Daihatsu 5DK-20e - 4-stroke 5-cyl. 200mm x 300mm bore/stroke 1,950mkW total at 720rpm driving 3 x AC generator(s) at 1,800ekW total, (2,250kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Wuhan Heavy, 99rpm"
16225024,,14,"Service",,"M",,"Wuhan",,,"WL Shipping",,"01-Jul-2019","Y","IC",,"CSC Qingshan SY","China Merchants",,,,,,"Fitted",,,,"FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",,,"3 x Aux. Diesel Gen. - Daihatsu 5DK-20e - 4-stroke 5-cyl. 200mm x 300mm bore/stroke 1,950mkW total at 720rpm driving 3 x AC generator(s) at 1,800ekW total, (2,250kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Wuhan Heavy, 99rpm"
16225387,,13.5,"Laden",,,,"Marugame",,,"Eastern Med",,"01-Dec-2020",,,,"Imabari SB Marugame","Imabari Shipbuilding",,,,,,"Pending",,,"09-Apr-2022","ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm"
16226234,"2606",,,,"D",,"Shanghai",,,"Far Eastern Group",,"01-Mar-2014",,,,"Shanghai Waigaoqiao","CSSC",,,,,,"Fitted",,,,"FILTRATION - ELECTRODIALYTIC DISINFECTION",,,"3 x Aux. Diesel Gen. - Yanmar 6N21AL-EW - 4-stroke 6-cyl. 210mm x 290mm bore/stroke 2,910mkW total at 900rpm driving 3 x AC generator(s) at 2,700ekW total, (3,375kVA total)",,"1 x FP Propeller (Aft Centre) (mechanical), 83rpm"
